From,To,Subject,Body,TransactionID,Payment Date,Class
Stacy@SBI.com,Rudra@CitiBankPune.com,Transaction 336212 has failed!,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 336212 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",336212,10-11-2019,Failed
Dave@DESHAW.com,Anthony@CitiBankHongKong.com,Want to block account 156019,Kindly add the contact no. 0799823002 to my bank account 156019,156019,13-05-2019,General
Phillip@HSBC.com,Suhail@CitiBankHongKong.com,Sorted out the transaction with ID : 686668,"To whom it may concern, I have successfully received payment for the transaction 686668 . I am grateful for your cooperation. Thank you so much and regards.",686668,10-01-2019,Complete
Phillip@HSBC.com,Patrick@CitiBankHongKong.com,Dealing with the transaction 045840,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,45840,22-07-2019,Processing
Bella@DESHAW.com,Dipesh@CitiBankPune.com,Urgently required update on transaction 487239,Urgently require details of acc 487239 reply asap,487239,28-06-2019,Request
Jason@JPMorgan.com,Sumit@CitiBankPune.com,Payment done and Transaction 482700 settled.,"Hey, I am writing in reference to the transaction 482700 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",482700,18-03-2020,Complete
Jason@DEUTSCHEBANK.com,Shaniece@CitiBankNewYork.com,The pending amount for transaction 175671 will reach you soon,"Hello!! Greetings for the day. Status of transaction USD 573145 for account 175671 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",175671,28-12-2019,Pending
Stefanie@SBI.com,Rohan@CitiBankHongKong.com,Payment outstanding for transaction 470841,I regret to inform you the I could only pay the partial amount of INR 524265 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,470841,22-02-2019,Pending
Archie@DEUTSCHEBANK.com,Rishabh@CitiBankNewYork.com,Accepted payment. Transaction543124 currently processing,Acknowledging the received payment for transaction 543124 . It is finally in process. Kind regards.,543124,15-02-2020,Processing
Bella@HDFC.com,Elena@CitiBankNewYork.com,Payment received for transaction : 077533 and now processing.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 077533 . It is now being processed. I am grateful for your support. Warm regards.",77533,19-11-2019,Processing
Adam@JPMorgan.com,Dipesh@CitiBankHongKong.com,Transaction 920448 is complete,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 920448 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,920448,25-02-2019,Complete
Zachary@DEUTSCHEBANK.com,Rudra@CitiBankLondon.com,Transaction 903568 is now being processed.,Acknowledging the received payment for transaction 903568 . It is finally in process. Kind regards.,903568,25-11-2019,Processing
Spike@DEUTSCHEBANK.com,Rudra@CitiBankPune.com,Abrupt closure of transaction with ID 683906,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 683906 Regards.,683906,23-05-2019,Failed
Stacy@HDFC.com,Shaniece@CitiBankNewYork.com,Payment done and Transaction 937819 settled.,"To whom it may concern, I have successfully received payment for the transaction 937819 . I am grateful for your cooperation. Thank you so much and regards.",937819,25-06-2019,Complete
Spike@SBI.com,Rishabh@CitiBankSingapore.com,Fulfilled transaction having ID : 014141,Glad to let you know that I got the desired payment in reference to transaction 014141 .I am very happy with your services and will definitely recommend your company to my friends and acquaintances. Warm regards.,14141,25-04-2020,Complete
Morgan@DEUTSCHEBANK.com,Shai@CitiBankNewYork.com,Received full payment for transaction no. 867669,Hello! Sincere greetings for the day. I would like to inform you that my transaction 867669 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,867669,15-10-2019,Complete
Archie@JPMorgan.com,Rishabh@CitiBankPune.com,Transaction 209679 stalled and payment not received.,This is in response to your email stating that my transaction having ID 209679 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,209679,07-09-2019,Failed
Dave@HSBC.com,Shai@CitiBankPune.com,Asking for the details for transaction 130109,Can you please tell me the amount transferred through transaction ID : 130109? Thanks.,130109,07-09-2019,Request
Dave@SBI.com,Elena@CitiBankPune.com,Abrupt closure of transaction with ID 931383,This is to notify you that my transaction 931383 has failed. Please reply to me with the cause as soon as possible.,931383,29-07-2019,Failed
Phillip@SBI.com,Rudra@CitiBankLondon.com,Payment is pending for transaction 516336,The transaction 516336 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,516336,19-09-2019,Pending
Yasmin@HDFC.com,Liam@CitiBankNewYork.com,Fulfilled transaction having ID : 860755,Hello! Sincere greetings for the day. I would like to inform you that my transaction 860755 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,860755,26-07-2019,Complete
Jason@HDFC.com,Neha@CitiBankHongKong.com,Asking for the details for transaction 864692,Please provide a status update on 864692 at the earliest,864692,28-03-2019,Request
Adam@HSBC.com,Anthony@CitiBankNewYork.com,Request to send details of transaction 192541,Kindly reply to me at the earliest with the last 3 transactions made with the account no 192541Thanks in advance.,192541,08-05-2019,Request
Yasmin@SBI.com,Shaniece@CitiBankHongKong.com,New Cheque book,Kindly add the contact no. 7728914054 to my bank account 433041,433041,17-05-2020,General
Mike@BNYMellon.com,Rohan@CitiBankHongKong.com,Pending payment for transaction having ID : 807141,I regret to inform you the I could only pay the partial amount of GBP 656803 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,807141,13-07-2019,Pending
Angela@BNYMellon.com,Dipesh@CitiBankHongKong.com,Handling the transaction 205235 after payment.,Acknowledging the received payment for transaction 205235 . It is finally in process. Kind regards.,205235,14-05-2019,Processing
Bella@JPMorgan.com,Shai@CitiBankNewYork.com,Transaction 076336 stalled and payment not received.,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 076336 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",76336,19-05-2020,Failed
Phillip@SBI.com,Liam@CitiBankSingapore.com,Sorted out the transaction with ID : 337747,Hello! Sincere greetings for the day. I would like to inform you that my transaction 337747 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,337747,25-03-2019,Complete
Dave@HSBC.com,Shaniece@CitiBankLondon.com,Received full payment for transaction no. 458687,I deeply appreciate your quick service as I have received the pre-approved loan amount of INR 808271,458687,08-04-2020,Complete
Zachary@SBI.com,Rudra@CitiBankLondon.com,Impetrating details for ID : 491555,Please provide a status update on 491555 at the earliest,491555,24-12-2019,Request
Yasmin@SBI.com,Rohan@CitiBankHongKong.com,Request to send details of transaction 331256,"Hey, I would be really grateful if you could tell me the details of account no. 331256Thanks.",331256,24-05-2020,Request
Spike@DEUTSCHEBANK.com,Dipesh@CitiBankLondon.com,Dealing with the transaction 791231,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 791231 . It is now being processed. I am grateful for your support. Warm regards.",791231,07-12-2018,Processing
Yasmin@HSBC.com,Shaniece@CitiBankNewYork.com,Change address for account no. 061624,"Hey, Can you please send me the detailed steps that I ought to follow to create a new bank account?",61624,23-07-2019,General
Morgan@DESHAW.com,Dipesh@CitiBankNewYork.com,Urgently required update on transaction 232088,"Hey, I would be really grateful if you could tell me the details of account no. 232088Thanks.",232088,06-03-2019,Request
Dave@DEUTSCHEBANK.com,Rudra@CitiBankNewYork.com,Seeking update on the status of transaction 368696,Please provide a status update on 368696 at the earliest,368696,03-08-2019,Request
Phillip@DEUTSCHEBANK.com,Liam@CitiBankNewYork.com,Transaction 319873 is now being processed.,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,319873,12-12-2018,Processing
Archie@HSBC.com,Rohan@CitiBankPune.com,Upgrade to an account with more benefits,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 111384,111384,25-01-2019,General
Yasmin@JPMorgan.com,Liam@CitiBankNewYork.com,Transaction having ID : 043933 has stopped. Help!,This is to notify you that my transaction 043933 has failed. Please reply to me with the cause as soon as possible.,43933,23-10-2019,Failed
Angela@SBI.com,Anthony@CitiBankLondon.com,Remaining amount for transaction 125758 to be paid later.,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",125758,26-01-2019,Pending
Phillip@JPMorgan.com,Isabella@CitiBankLondon.com,Required money acquired. Transaction 317709 is in process.,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,317709,06-07-2019,Processing
